CENTER,LEFT,RIGHT,THROTTLE,ACCELERATION,BRAKE,STEER
center_2018_07_13_20_04_07_848.jpg,left_2018_07_13_20_04_07_848.jpg,right_2018_07_13_20_04_07_848.jpg,0,0,0,27.21283
center_2018_07_13_20_04_07_919.jpg,left_2018_07_13_20_04_07_919.jpg,right_2018_07_13_20_04_07_919.jpg,0,0,0,26.99401
center_2018_07_13_20_04_07_989.jpg,left_2018_07_13_20_04_07_989.jpg,right_2018_07_13_20_04_07_989.jpg,0,0,0,26.83106
center_2018_07_13_20_04_08_058.jpg,left_2018_07_13_20_04_08_058.jpg,right_2018_07_13_20_04_08_058.jpg,0,0,0,26.66909
center_2018_07_13_20_04_08_130.jpg,left_2018_07_13_20_04_08_130.jpg,right_2018_07_13_20_04_08_130.jpg,0.2,0,0,26.43625
center_2018_07_13_20_04_08_201.jpg,left_2018_07_13_20_04_08_201.jpg,right_2018_07_13_20_04_08_201.jpg,0.4,0,0,26.13776
center_2018_07_13_20_04_08_298.jpg,left_2018_07_13_20_04_08_298.jpg,right_2018_07_13_20_04_08_298.jpg,0,0,0,25.86125
center_2018_07_13_20_04_08_398.jpg,left_2018_07_13_20_04_08_398.jpg,right_2018_07_13_20_04_08_398.jpg,0,0,0,25.65157
center_2018_07_13_20_04_08_496.jpg,left_2018_07_13_20_04_08_496.jpg,right_2018_07_13_20_04_08_496.jpg,0,0,0,25.39356
center_2018_07_13_20_04_08_591.jpg,left_2018_07_13_20_04_08_591.jpg,right_2018_07_13_20_04_08_591.jpg,0,0.09856153,0,25.17614
center_2018_07_13_20_04_08_689.jpg,left_2018_07_13_20_04_08_689.jpg,right_2018_07_13_20_04_08_689.jpg,0,0.3916948,0,25.23024
center_2018_07_13_20_04_08_785.jpg,left_2018_07_13_20_04_08_785.jpg,right_2018_07_13_20_04_08_785.jpg,0,0.6794307,0,25.63945
center_2018_07_13_20_04_08_878.jpg,left_2018_07_13_20_04_08_878.jpg,right_2018_07_13_20_04_08_878.jpg,0,0.9588625,0,26.22259
center_2018_07_13_20_04_08_973.jpg,left_2018_07_13_20_04_08_973.jpg,right_2018_07_13_20_04_08_973.jpg,0,1,0,27.16857
center_2018_07_13_20_04_09_072.jpg,left_2018_07_13_20_04_09_072.jpg,right_2018_07_13_20_04_09_072.jpg,0,1,0,28.10351
center_2018_07_13_20_04_09_165.jpg,left_2018_07_13_20_04_09_165.jpg,right_2018_07_13_20_04_09_165.jpg,0,1,0,29.02911
center_2018_07_13_20_04_09_258.jpg,left_2018_07_13_20_04_09_258.jpg,right_2018_07_13_20_04_09_258.jpg,0,0.7214766,0,29.64056
center_2018_07_13_20_04_09_349.jpg,left_2018_07_13_20_04_09_349.jpg,right_2018_07_13_20_04_09_349.jpg,0,0.4480443,0,30.06725
center_2018_07_13_20_04_09_443.jpg,left_2018_07_13_20_04_09_443.jpg,right_2018_07_13_20_04_09_443.jpg,0,0.1653666,0,29.96728
center_2018_07_13_20_04_09_538.jpg,left_2018_07_13_20_04_09_538.jpg,right_2018_07_13_20_04_09_538.jpg,0,0,0,29.77261
center_2018_07_13_20_04_09_627.jpg,left_2018_07_13_20_04_09_627.jpg,right_2018_07_13_20_04_09_627.jpg,0,0,0,29.47243
center_2018_07_13_20_04_09_720.jpg,left_2018_07_13_20_04_09_720.jpg,right_2018_07_13_20_04_09_720.jpg,0,0,0,29.17544
center_2018_07_13_20_04_09_814.jpg,left_2018_07_13_20_04_09_814.jpg,right_2018_07_13_20_04_09_814.jpg,0,0,0,28.93997
center_2018_07_13_20_04_09_906.jpg,left_2018_07_13_20_04_09_906.jpg,right_2018_07_13_20_04_09_906.jpg,0,0,0,28.64829
center_2018_07_13_20_04_09_996.jpg,left_2018_07_13_20_04_09_996.jpg,right_2018_07_13_20_04_09_996.jpg,0,0,0,28.41756
center_2018_07_13_20_04_10_086.jpg,left_2018_07_13_20_04_10_086.jpg,right_2018_07_13_20_04_10_086.jpg,0,0,0,28.13172
center_2018_07_13_20_04_10_184.jpg,left_2018_07_13_20_04_10_184.jpg,right_2018_07_13_20_04_10_184.jpg,0,0,0,27.8489
center_2018_07_13_20_04_10_274.jpg,left_2018_07_13_20_04_10_274.jpg,right_2018_07_13_20_04_10_274.jpg,0,0,0,27.6249
center_2018_07_13_20_04_10_365.jpg,left_2018_07_13_20_04_10_365.jpg,right_2018_07_13_20_04_10_365.jpg,0,0,0,27.34742
center_2018_07_13_20_04_10_457.jpg,left_2018_07_13_20_04_10_457.jpg,right_2018_07_13_20_04_10_457.jpg,0.2,0,0,27.10796
center_2018_07_13_20_04_10_544.jpg,left_2018_07_13_20_04_10_544.jpg,right_2018_07_13_20_04_10_544.jpg,0.45,0,0,26.71204
center_2018_07_13_20_04_10_628.jpg,left_2018_07_13_20_04_10_628.jpg,right_2018_07_13_20_04_10_628.jpg,0,0,0,26.34516
center_2018_07_13_20_04_10_714.jpg,left_2018_07_13_20_04_10_714.jpg,right_2018_07_13_20_04_10_714.jpg,0,0,0,26.10827
center_2018_07_13_20_04_10_799.jpg,left_2018_07_13_20_04_10_799.jpg,right_2018_07_13_20_04_10_799.jpg,0,0,0,25.83971
center_2018_07_13_20_04_10_886.jpg,left_2018_07_13_20_04_10_886.jpg,right_2018_07_13_20_04_10_886.jpg,0,0,0,25.63083
center_2018_07_13_20_04_10_971.jpg,left_2018_07_13_20_04_10_971.jpg,right_2018_07_13_20_04_10_971.jpg,0,0,0,25.42408
center_2018_07_13_20_04_11_053.jpg,left_2018_07_13_20_04_11_053.jpg,right_2018_07_13_20_04_11_053.jpg,0,0,0,25.21901
center_2018_07_13_20_04_11_137.jpg,left_2018_07_13_20_04_11_137.jpg,right_2018_07_13_20_04_11_137.jpg,0,0,0,25.01665
center_2018_07_13_20_04_11_219.jpg,left_2018_07_13_20_04_11_219.jpg,right_2018_07_13_20_04_11_219.jpg,0,0,0,24.76594
center_2018_07_13_20_04_11_303.jpg,left_2018_07_13_20_04_11_303.jpg,right_2018_07_13_20_04_11_303.jpg,0,0,0,24.56707
center_2018_07_13_20_04_11_381.jpg,left_2018_07_13_20_04_11_381.jpg,right_2018_07_13_20_04_11_381.jpg,0.1,0,0,24.36731
center_2018_07_13_20_04_11_462.jpg,left_2018_07_13_20_04_11_462.jpg,right_2018_07_13_20_04_11_462.jpg,0.3,0,0,24.12447
center_2018_07_13_20_04_11_545.jpg,left_2018_07_13_20_04_11_545.jpg,right_2018_07_13_20_04_11_545.jpg,0.5000001,0,0,23.81001
center_2018_07_13_20_04_11_625.jpg,left_2018_07_13_20_04_11_625.jpg,right_2018_07_13_20_04_11_625.jpg,0.7,0,0,23.42534
center_2018_07_13_20_04_11_705.jpg,left_2018_07_13_20_04_11_705.jpg,right_2018_07_13_20_04_11_705.jpg,0,0,0,23.12405
center_2018_07_13_20_04_11_781.jpg,left_2018_07_13_20_04_11_781.jpg,right_2018_07_13_20_04_11_781.jpg,0,0,0,22.91404
center_2018_07_13_20_04_11_855.jpg,left_2018_07_13_20_04_11_855.jpg,right_2018_07_13_20_04_11_855.jpg,0,0,0,22.76482
center_2018_07_13_20_04_11_932.jpg,left_2018_07_13_20_04_11_932.jpg,right_2018_07_13_20_04_11_932.jpg,0,0,0,22.5825
center_2018_07_13_20_04_12_004.jpg,left_2018_07_13_20_04_12_004.jpg,right_2018_07_13_20_04_12_004.jpg,0,0,0,22.40258
center_2018_07_13_20_04_12_080.jpg,left_2018_07_13_20_04_12_080.jpg,right_2018_07_13_20_04_12_080.jpg,0,0,0,22.22393
center_2018_07_13_20_04_12_152.jpg,left_2018_07_13_20_04_12_152.jpg,right_2018_07_13_20_04_12_152.jpg,0.1,0,0,22.08932
center_2018_07_13_20_04_12_229.jpg,left_2018_07_13_20_04_12_229.jpg,right_2018_07_13_20_04_12_229.jpg,0.3,0,0,21.87028
center_2018_07_13_20_04_12_301.jpg,left_2018_07_13_20_04_12_301.jpg,right_2018_07_13_20_04_12_301.jpg,0.5000001,0,0,21.58469
center_2018_07_13_20_04_12_373.jpg,left_2018_07_13_20_04_12_373.jpg,right_2018_07_13_20_04_12_373.jpg,0.6500001,0,0,21.32698
center_2018_07_13_20_04_12_446.jpg,left_2018_07_13_20_04_12_446.jpg,right_2018_07_13_20_04_12_446.jpg,0.8500001,0,0,20.93032
center_2018_07_13_20_04_12_518.jpg,left_2018_07_13_20_04_12_518.jpg,right_2018_07_13_20_04_12_518.jpg,1,0,0,20.49096
center_2018_07_13_20_04_12_591.jpg,left_2018_07_13_20_04_12_591.jpg,right_2018_07_13_20_04_12_591.jpg,0,0,0,20.22032
center_2018_07_13_20_04_12_663.jpg,left_2018_07_13_20_04_12_663.jpg,right_2018_07_13_20_04_12_663.jpg,0,0,0,19.92119
center_2018_07_13_20_04_12_741.jpg,left_2018_07_13_20_04_12_741.jpg,right_2018_07_13_20_04_12_741.jpg,0,0,0,19.70626
center_2018_07_13_20_04_12_816.jpg,left_2018_07_13_20_04_12_816.jpg,right_2018_07_13_20_04_12_816.jpg,0,0,0,19.77605
center_2018_07_13_20_04_12_890.jpg,left_2018_07_13_20_04_12_890.jpg,right_2018_07_13_20_04_12_890.jpg,0,0,0,19.64416
center_2018_07_13_20_04_12_967.jpg,left_2018_07_13_20_04_12_967.jpg,right_2018_07_13_20_04_12_967.jpg,0.05,0,0,19.5361
center_2018_07_13_20_04_13_043.jpg,left_2018_07_13_20_04_13_043.jpg,right_2018_07_13_20_04_13_043.jpg,0.25,0,0,19.35618
center_2018_07_13_20_04_13_116.jpg,left_2018_07_13_20_04_13_116.jpg,right_2018_07_13_20_04_13_116.jpg,0.4,0,0,18.80828
center_2018_07_13_20_04_13_193.jpg,left_2018_07_13_20_04_13_193.jpg,right_2018_07_13_20_04_13_193.jpg,0.6000001,0,0,18.53466
center_2018_07_13_20_04_13_268.jpg,left_2018_07_13_20_04_13_268.jpg,right_2018_07_13_20_04_13_268.jpg,0.8000001,0,0,18.21066
center_2018_07_13_20_04_13_345.jpg,left_2018_07_13_20_04_13_345.jpg,right_2018_07_13_20_04_13_345.jpg,0,0,0,17.88818
center_2018_07_13_20_04_13_421.jpg,left_2018_07_13_20_04_13_421.jpg,right_2018_07_13_20_04_13_421.jpg,0,0,0,17.63145
center_2018_07_13_20_04_13_498.jpg,left_2018_07_13_20_04_13_498.jpg,right_2018_07_13_20_04_13_498.jpg,0,0,0,17.91714
center_2018_07_13_20_04_13_575.jpg,left_2018_07_13_20_04_13_575.jpg,right_2018_07_13_20_04_13_575.jpg,0,0,0,17.78428
center_2018_07_13_20_04_13_657.jpg,left_2018_07_13_20_04_13_657.jpg,right_2018_07_13_20_04_13_657.jpg,0,0,0,17.64307
center_2018_07_13_20_04_13_730.jpg,left_2018_07_13_20_04_13_730.jpg,right_2018_07_13_20_04_13_730.jpg,0,0.07631135,0,17.49965
center_2018_07_13_20_04_13_805.jpg,left_2018_07_13_20_04_13_805.jpg,right_2018_07_13_20_04_13_805.jpg,0,0.3025353,0,17.52512
center_2018_07_13_20_04_13_882.jpg,left_2018_07_13_20_04_13_882.jpg,right_2018_07_13_20_04_13_882.jpg,0,0.5328813,0,17.7982
center_2018_07_13_20_04_13_959.jpg,left_2018_07_13_20_04_13_959.jpg,right_2018_07_13_20_04_13_959.jpg,0,0.7648416,0,18.27777
center_2018_07_13_20_04_14_037.jpg,left_2018_07_13_20_04_14_037.jpg,right_2018_07_13_20_04_14_037.jpg,0,0.9972725,0,18.58165
center_2018_07_13_20_04_14_116.jpg,left_2018_07_13_20_04_14_116.jpg,right_2018_07_13_20_04_14_116.jpg,0,0.8409493,0,19.39688
center_2018_07_13_20_04_14_195.jpg,left_2018_07_13_20_04_14_195.jpg,right_2018_07_13_20_04_14_195.jpg,0,0.6022363,0,19.93991
center_2018_07_13_20_04_14_273.jpg,left_2018_07_13_20_04_14_273.jpg,right_2018_07_13_20_04_14_273.jpg,0.1,0.3689828,0,20.22604
center_2018_07_13_20_04_14_349.jpg,left_2018_07_13_20_04_14_349.jpg,right_2018_07_13_20_04_14_349.jpg,0.3,0.1405358,0,20.2208
center_2018_07_13_20_04_14_428.jpg,left_2018_07_13_20_04_14_428.jpg,right_2018_07_13_20_04_14_428.jpg,0.5000001,0,0,19.98333
center_2018_07_13_20_04_14_504.jpg,left_2018_07_13_20_04_14_504.jpg,right_2018_07_13_20_04_14_504.jpg,0.7,0,0,19.67784
center_2018_07_13_20_04_14_584.jpg,left_2018_07_13_20_04_14_584.jpg,right_2018_07_13_20_04_14_584.jpg,0.9000002,0,0,19.31578
center_2018_07_13_20_04_14_661.jpg,left_2018_07_13_20_04_14_661.jpg,right_2018_07_13_20_04_14_661.jpg,1,0,0,18.89221
center_2018_07_13_20_04_14_741.jpg,left_2018_07_13_20_04_14_741.jpg,right_2018_07_13_20_04_14_741.jpg,0,0,0,18.61568
center_2018_07_13_20_04_14_821.jpg,left_2018_07_13_20_04_14_821.jpg,right_2018_07_13_20_04_14_821.jpg,0,0,0,18.33739
center_2018_07_13_20_04_14_906.jpg,left_2018_07_13_20_04_14_906.jpg,right_2018_07_13_20_04_14_906.jpg,0,0,0,18.08397
center_2018_07_13_20_04_14_988.jpg,left_2018_07_13_20_04_14_988.jpg,right_2018_07_13_20_04_14_988.jpg,0,0,0,17.90534
center_2018_07_13_20_04_15_070.jpg,left_2018_07_13_20_04_15_070.jpg,right_2018_07_13_20_04_15_070.jpg,0,0,0,17.73433
center_2018_07_13_20_04_15_156.jpg,left_2018_07_13_20_04_15_156.jpg,right_2018_07_13_20_04_15_156.jpg,0.15,0,0,17.56408
center_2018_07_13_20_04_15_239.jpg,left_2018_07_13_20_04_15_239.jpg,right_2018_07_13_20_04_15_239.jpg,0.4,0,0,17.81632
center_2018_07_13_20_04_15_320.jpg,left_2018_07_13_20_04_15_320.jpg,right_2018_07_13_20_04_15_320.jpg,0.6000001,0,0,17.55911
center_2018_07_13_20_04_15_404.jpg,left_2018_07_13_20_04_15_404.jpg,right_2018_07_13_20_04_15_404.jpg,0.8000001,0,0,17.26007
center_2018_07_13_20_04_15_489.jpg,left_2018_07_13_20_04_15_489.jpg,right_2018_07_13_20_04_15_489.jpg,0,0,0,17.0532
center_2018_07_13_20_04_15_571.jpg,left_2018_07_13_20_04_15_571.jpg,right_2018_07_13_20_04_15_571.jpg,0,0,0,16.92068
center_2018_07_13_20_04_15_660.jpg,left_2018_07_13_20_04_15_660.jpg,right_2018_07_13_20_04_15_660.jpg,0,0,0,16.79124
center_2018_07_13_20_04_15_743.jpg,left_2018_07_13_20_04_15_743.jpg,right_2018_07_13_20_04_15_743.jpg,0,0,0,16.65844
center_2018_07_13_20_04_15_826.jpg,left_2018_07_13_20_04_15_826.jpg,right_2018_07_13_20_04_15_826.jpg,0,0,0,15.94851
center_2018_07_13_20_04_15_911.jpg,left_2018_07_13_20_04_15_911.jpg,right_2018_07_13_20_04_15_911.jpg,-0.15,0,0,15.81711
center_2018_07_13_20_04_15_986.jpg,left_2018_07_13_20_04_15_986.jpg,right_2018_07_13_20_04_15_986.jpg,0,0,0,15.69209
center_2018_07_13_20_04_16_070.jpg,left_2018_07_13_20_04_16_070.jpg,right_2018_07_13_20_04_16_070.jpg,0,0.1676309,0,15.59158
center_2018_07_13_20_04_16_162.jpg,left_2018_07_13_20_04_16_162.jpg,right_2018_07_13_20_04_16_162.jpg,0,0.4238791,0,15.83028
center_2018_07_13_20_04_16_245.jpg,left_2018_07_13_20_04_16_245.jpg,right_2018_07_13_20_04_16_245.jpg,0,0.6759274,0,16.76728
center_2018_07_13_20_04_16_323.jpg,left_2018_07_13_20_04_16_323.jpg,right_2018_07_13_20_04_16_323.jpg,0,0.9262412,0,17.39999
center_2018_07_13_20_04_16_406.jpg,left_2018_07_13_20_04_16_406.jpg,right_2018_07_13_20_04_16_406.jpg,0,1,0,18.20107
center_2018_07_13_20_04_16_490.jpg,left_2018_07_13_20_04_16_490.jpg,right_2018_07_13_20_04_16_490.jpg,0,0.7498536,0,18.9062
center_2018_07_13_20_04_16_572.jpg,left_2018_07_13_20_04_16_572.jpg,right_2018_07_13_20_04_16_572.jpg,0,0.501034,0,19.37087
center_2018_07_13_20_04_16_657.jpg,left_2018_07_13_20_04_16_657.jpg,right_2018_07_13_20_04_16_657.jpg,0,0.2488148,0,19.60004
center_2018_07_13_20_04_16_740.jpg,left_2018_07_13_20_04_16_740.jpg,right_2018_07_13_20_04_16_740.jpg,0.25,0,0,19.1835
center_2018_07_13_20_04_16_824.jpg,left_2018_07_13_20_04_16_824.jpg,right_2018_07_13_20_04_16_824.jpg,0.45,0,0,18.948
center_2018_07_13_20_04_16_907.jpg,left_2018_07_13_20_04_16_907.jpg,right_2018_07_13_20_04_16_907.jpg,0,0,0,18.70964
center_2018_07_13_20_04_16_990.jpg,left_2018_07_13_20_04_16_990.jpg,right_2018_07_13_20_04_16_990.jpg,0,0,0,18.51127
center_2018_07_13_20_04_17_074.jpg,left_2018_07_13_20_04_17_074.jpg,right_2018_07_13_20_04_17_074.jpg,0,0.1660709,0,18.38303
center_2018_07_13_20_04_17_159.jpg,left_2018_07_13_20_04_17_159.jpg,right_2018_07_13_20_04_17_159.jpg,0,0.4205132,0,18.98256
center_2018_07_13_20_04_17_245.jpg,left_2018_07_13_20_04_17_245.jpg,right_2018_07_13_20_04_17_245.jpg,0,0.6787562,0,19.37038
center_2018_07_13_20_04_17_331.jpg,left_2018_07_13_20_04_17_331.jpg,right_2018_07_13_20_04_17_331.jpg,0,0.9373863,0,19.96495
center_2018_07_13_20_04_17_413.jpg,left_2018_07_13_20_04_17_413.jpg,right_2018_07_13_20_04_17_413.jpg,0,1,0,20.74562
center_2018_07_13_20_04_17_496.jpg,left_2018_07_13_20_04_17_496.jpg,right_2018_07_13_20_04_17_496.jpg,0,1,0,21.53139
center_2018_07_13_20_04_17_581.jpg,left_2018_07_13_20_04_17_581.jpg,right_2018_07_13_20_04_17_581.jpg,0,0.9165518,0,22.44047
center_2018_07_13_20_04_17_661.jpg,left_2018_07_13_20_04_17_661.jpg,right_2018_07_13_20_04_17_661.jpg,0,0.6760721,0,23.00908
center_2018_07_13_20_04_17_743.jpg,left_2018_07_13_20_04_17_743.jpg,right_2018_07_13_20_04_17_743.jpg,0,0.4307587,0,23.33583
center_2018_07_13_20_04_17_825.jpg,left_2018_07_13_20_04_17_825.jpg,right_2018_07_13_20_04_17_825.jpg,0.1,0.1846356,0,23.42146
center_2018_07_13_20_04_17_906.jpg,left_2018_07_13_20_04_17_906.jpg,right_2018_07_13_20_04_17_906.jpg,0.3,0,0,23.25823
center_2018_07_13_20_04_17_988.jpg,left_2018_07_13_20_04_17_988.jpg,right_2018_07_13_20_04_17_988.jpg,0.5000001,0,0,22.95787
center_2018_07_13_20_04_18_072.jpg,left_2018_07_13_20_04_18_072.jpg,right_2018_07_13_20_04_18_072.jpg,0,0,0,22.74856
center_2018_07_13_20_04_18_155.jpg,left_2018_07_13_20_04_18_155.jpg,right_2018_07_13_20_04_18_155.jpg,0,0,0,22.56108
center_2018_07_13_20_04_18_240.jpg,left_2018_07_13_20_04_18_240.jpg,right_2018_07_13_20_04_18_240.jpg,0,0.2528844,0,22.50654
center_2018_07_13_20_04_18_325.jpg,left_2018_07_13_20_04_18_325.jpg,right_2018_07_13_20_04_18_325.jpg,0,0.5086434,0,22.73129
center_2018_07_13_20_04_18_407.jpg,left_2018_07_13_20_04_18_407.jpg,right_2018_07_13_20_04_18_407.jpg,0,0.4168553,0,23.06438
center_2018_07_13_20_04_18_491.jpg,left_2018_07_13_20_04_18_491.jpg,right_2018_07_13_20_04_18_491.jpg,0,0.1632621,0,23.15468
center_2018_07_13_20_04_18_575.jpg,left_2018_07_13_20_04_18_575.jpg,right_2018_07_13_20_04_18_575.jpg,0,0,0,23.00162
center_2018_07_13_20_04_18_663.jpg,left_2018_07_13_20_04_18_663.jpg,right_2018_07_13_20_04_18_663.jpg,0,0,0,22.75019
center_2018_07_13_20_04_18_747.jpg,left_2018_07_13_20_04_18_747.jpg,right_2018_07_13_20_04_18_747.jpg,0,0,0,22.57019
center_2018_07_13_20_04_18_836.jpg,left_2018_07_13_20_04_18_836.jpg,right_2018_07_13_20_04_18_836.jpg,0,0,0,22.3905
center_2018_07_13_20_04_18_922.jpg,left_2018_07_13_20_04_18_922.jpg,right_2018_07_13_20_04_18_922.jpg,0,0,0,22.16967
center_2018_07_13_20_04_19_006.jpg,left_2018_07_13_20_04_19_006.jpg,right_2018_07_13_20_04_19_006.jpg,0,0,0,21.99094
center_2018_07_13_20_04_19_094.jpg,left_2018_07_13_20_04_19_094.jpg,right_2018_07_13_20_04_19_094.jpg,0,0,0,21.81385
center_2018_07_13_20_04_19_180.jpg,left_2018_07_13_20_04_19_180.jpg,right_2018_07_13_20_04_19_180.jpg,0,0,0,21.59389
center_2018_07_13_20_04_19_267.jpg,left_2018_07_13_20_04_19_267.jpg,right_2018_07_13_20_04_19_267.jpg,0,0.08517623,0,21.42039
center_2018_07_13_20_04_19_352.jpg,left_2018_07_13_20_04_19_352.jpg,right_2018_07_13_20_04_19_352.jpg,0,0.3430681,0,21.45886
center_2018_07_13_20_04_19_442.jpg,left_2018_07_13_20_04_19_442.jpg,right_2018_07_13_20_04_19_442.jpg,0,0.612294,0,21.86777
center_2018_07_13_20_04_19_527.jpg,left_2018_07_13_20_04_19_527.jpg,right_2018_07_13_20_04_19_527.jpg,0,0.3594418,0,22.1661
center_2018_07_13_20_04_19_614.jpg,left_2018_07_13_20_04_19_614.jpg,right_2018_07_13_20_04_19_614.jpg,0,0.09623694,0,22.20947
center_2018_07_13_20_04_19_701.jpg,left_2018_07_13_20_04_19_701.jpg,right_2018_07_13_20_04_19_701.jpg,-0.1,0,0,21.99043
center_2018_07_13_20_04_19_787.jpg,left_2018_07_13_20_04_19_787.jpg,right_2018_07_13_20_04_19_787.jpg,-0.3,0,0,21.76966
center_2018_07_13_20_04_19_875.jpg,left_2018_07_13_20_04_19_875.jpg,right_2018_07_13_20_04_19_875.jpg,0,0,0,21.58922
center_2018_07_13_20_04_19_962.jpg,left_2018_07_13_20_04_19_962.jpg,right_2018_07_13_20_04_19_962.jpg,0,0,0,21.37104
center_2018_07_13_20_04_20_049.jpg,left_2018_07_13_20_04_20_049.jpg,right_2018_07_13_20_04_20_049.jpg,0,0,0,21.19907
center_2018_07_13_20_04_20_137.jpg,left_2018_07_13_20_04_20_137.jpg,right_2018_07_13_20_04_20_137.jpg,0,0.18117,0,21.07316
center_2018_07_13_20_04_20_223.jpg,left_2018_07_13_20_04_20_223.jpg,right_2018_07_13_20_04_20_223.jpg,0,0.4385397,0,21.28504
center_2018_07_13_20_04_20_310.jpg,left_2018_07_13_20_04_20_310.jpg,right_2018_07_13_20_04_20_310.jpg,0,0.700932,0,21.6698
center_2018_07_13_20_04_20_394.jpg,left_2018_07_13_20_04_20_394.jpg,right_2018_07_13_20_04_20_394.jpg,0,0.9517322,0,22.28962
center_2018_07_13_20_04_20_478.jpg,left_2018_07_13_20_04_20_478.jpg,right_2018_07_13_20_04_20_478.jpg,0,1,0,23.06855
center_2018_07_13_20_04_20_563.jpg,left_2018_07_13_20_04_20_563.jpg,right_2018_07_13_20_04_20_563.jpg,0,0.7454076,0,23.86623
center_2018_07_13_20_04_20_650.jpg,left_2018_07_13_20_04_20_650.jpg,right_2018_07_13_20_04_20_650.jpg,0,0.4848635,0,24.27733
center_2018_07_13_20_04_20_733.jpg,left_2018_07_13_20_04_20_733.jpg,right_2018_07_13_20_04_20_733.jpg,0,0.2368414,0,24.43117
center_2018_07_13_20_04_20_819.jpg,left_2018_07_13_20_04_20_819.jpg,right_2018_07_13_20_04_20_819.jpg,0,0,0,24.2955
center_2018_07_13_20_04_20_904.jpg,left_2018_07_13_20_04_20_904.jpg,right_2018_07_13_20_04_20_904.jpg,0,0.255126,0,24.25181
center_2018_07_13_20_04_20_989.jpg,left_2018_07_13_20_04_20_989.jpg,right_2018_07_13_20_04_20_989.jpg,0,0.5088565,0,24.45459
center_2018_07_13_20_04_21_073.jpg,left_2018_07_13_20_04_21_073.jpg,right_2018_07_13_20_04_21_073.jpg,0,0.7623868,0,24.86094
center_2018_07_13_20_04_21_156.jpg,left_2018_07_13_20_04_21_156.jpg,right_2018_07_13_20_04_21_156.jpg,0,1,0,25.50483
center_2018_07_13_20_04_21_242.jpg,left_2018_07_13_20_04_21_242.jpg,right_2018_07_13_20_04_21_242.jpg,0,0.9154654,0,26.42596
center_2018_07_13_20_04_21_327.jpg,left_2018_07_13_20_04_21_327.jpg,right_2018_07_13_20_04_21_327.jpg,0,0.6620975,0,26.9881
center_2018_07_13_20_04_21_413.jpg,left_2018_07_13_20_04_21_413.jpg,right_2018_07_13_20_04_21_413.jpg,0,0.4046619,0,27.29019
center_2018_07_13_20_04_21_497.jpg,left_2018_07_13_20_04_21_497.jpg,right_2018_07_13_20_04_21_497.jpg,-0.1,0.1508648,0,27.35132
center_2018_07_13_20_04_21_582.jpg,left_2018_07_13_20_04_21_582.jpg,right_2018_07_13_20_04_21_582.jpg,-0.35,0,0,27.05383
center_2018_07_13_20_04_21_664.jpg,left_2018_07_13_20_04_21_664.jpg,right_2018_07_13_20_04_21_664.jpg,0,0,0,26.7589
center_2018_07_13_20_04_21_747.jpg,left_2018_07_13_20_04_21_747.jpg,right_2018_07_13_20_04_21_747.jpg,0,0,0,26.53546
center_2018_07_13_20_04_21_828.jpg,left_2018_07_13_20_04_21_828.jpg,right_2018_07_13_20_04_21_828.jpg,0,0,0,26.32031
center_2018_07_13_20_04_21_911.jpg,left_2018_07_13_20_04_21_911.jpg,right_2018_07_13_20_04_21_911.jpg,0,0,0,26.10828
center_2018_07_13_20_04_21_996.jpg,left_2018_07_13_20_04_21_996.jpg,right_2018_07_13_20_04_21_996.jpg,0,0,0,25.89828
center_2018_07_13_20_04_22_078.jpg,left_2018_07_13_20_04_22_078.jpg,right_2018_07_13_20_04_22_078.jpg,0,0,0,25.69003
center_2018_07_13_20_04_22_162.jpg,left_2018_07_13_20_04_22_162.jpg,right_2018_07_13_20_04_22_162.jpg,-0.1,0,0,25.42919
center_2018_07_13_20_04_22_246.jpg,left_2018_07_13_20_04_22_246.jpg,right_2018_07_13_20_04_22_246.jpg,-0.3,0,0,25.17792
center_2018_07_13_20_04_22_330.jpg,left_2018_07_13_20_04_22_330.jpg,right_2018_07_13_20_04_22_330.jpg,0,0,0,24.9439
center_2018_07_13_20_04_22_413.jpg,left_2018_07_13_20_04_22_413.jpg,right_2018_07_13_20_04_22_413.jpg,0,0,0,24.74125
center_2018_07_13_20_04_22_497.jpg,left_2018_07_13_20_04_22_497.jpg,right_2018_07_13_20_04_22_497.jpg,0,0,0,24.54183
center_2018_07_13_20_04_22_582.jpg,left_2018_07_13_20_04_22_582.jpg,right_2018_07_13_20_04_22_582.jpg,0,0,0,24.29529
center_2018_07_13_20_04_22_666.jpg,left_2018_07_13_20_04_22_666.jpg,right_2018_07_13_20_04_22_666.jpg,0,0,0,24.09993
center_2018_07_13_20_04_22_753.jpg,left_2018_07_13_20_04_22_753.jpg,right_2018_07_13_20_04_22_753.jpg,0,0,0,23.90617
center_2018_07_13_20_04_22_841.jpg,left_2018_07_13_20_04_22_841.jpg,right_2018_07_13_20_04_22_841.jpg,0,0,0,23.66614
center_2018_07_13_20_04_22_927.jpg,left_2018_07_13_20_04_22_927.jpg,right_2018_07_13_20_04_22_927.jpg,0,0.172863,0,23.55722
center_2018_07_13_20_04_23_011.jpg,left_2018_07_13_20_04_23_011.jpg,right_2018_07_13_20_04_23_011.jpg,0,0.4268546,0,23.65537
center_2018_07_13_20_04_23_099.jpg,left_2018_07_13_20_04_23_099.jpg,right_2018_07_13_20_04_23_099.jpg,0,0.6896367,0,24.12068
